id;uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;ID cidade;distancia_txt;dist_value;duracao_txt;duracao_value;status
13;AC;BUJARI;ACRE;AC 1200138;BELA VISTA DE GOIÁS;GO;AC 1200138/BELA VISTA DE GOIÁS;2.944 km;2943925;1 dia 15 horas;140015;OK
14;AC;CAPIXABA;ACRE;AC 1200179;BELA VISTA DE GOIÁS;GO;AC 1200179/BELA VISTA DE GOIÁS;2.933 km;2932676;1 dia 15 horas;138778;OK
15;AC;PLÁCIDO DE CASTRO;ACRE;AC 1200385;BELA VISTA DE GOIÁS;GO;AC 1200385/BELA VISTA DE GOIÁS;2.888 km;2888050;1 dia 14 horas;136565;OK
16;AC;RIO BRANCO;ACRE;AC 1200401;BELA VISTA DE GOIÁS;GO;AC 1200401/BELA VISTA DE GOIÁS;2.918 km;2917521;1 dia 15 horas;138611;OK
17;AC;SENADOR GUIOMARD;ACRE;AC 1200450;BELA VISTA DE GOIÁS;GO;AC 1200450/BELA VISTA DE GOIÁS;2.909 km;2908598;1 dia 14 horas;137795;OK
18;AC;PORTO ACRE;ACRE;AC 1200807;BELA VISTA DE GOIÁS;GO;AC 1200807/BELA VISTA DE GOIÁS;2.966 km;2965501;1 dia 15 horas;141851;OK
19;AC;ASSIS BRASIL;ACRE;AC 1200054;BELA VISTA DE GOIÁS;GO;AC 1200054/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
20;AC;BRASILÉIA;ACRE;AC 1200104;BELA VISTA DE GOIÁS;GO;AC 1200104/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
21;AC;EPITACIOLÂNDIA;ACRE;AC 1200252;BELA VISTA DE GOIÁS;GO;AC 1200252/BELA VISTA DE GOIÁS;3.057 km;3056659;1 dia 16 horas;145328;OK
22;AC;XAPURI;ACRE;AC 1200708;BELA VISTA DE GOIÁS;GO;AC 1200708/BELA VISTA DE GOIÁS;3.024 km;3024332;1 dia 16 horas;144034;OK
23;AL;ÁGUA BRANCA;ALAGOAS;AL 2700102;BELA VISTA DE GOIÁS;GO;AL 2700102/BELA VISTA DE GOIÁS;1.969 km;1969047;1 dia 2 horas;91800;OK
24;AL;CANAPI;ALAGOAS;AL 2701605;BELA VISTA DE GOIÁS;GO;AL 2701605/BELA VISTA DE GOIÁS;2.024 km;2024369;1 dia 2 horas;93414;OK
25;AL;INHAPI;ALAGOAS;AL 2703304;BELA VISTA DE GOIÁS;GO;AL 2703304/BELA VISTA DE GOIÁS;1.993 km;1992920;1 dia 2 horas;92228;OK
26;AL;MATA GRANDE;ALAGOAS;AL 2705002;BELA VISTA DE GOIÁS;GO;AL 2705002/BELA VISTA DE GOIÁS;2.004 km;2004112;1 dia 2 horas;93246;OK
27;AL;PARICONHA;ALAGOAS;AL 2706422;BELA VISTA DE GOIÁS;GO;AL 2706422/BELA VISTA DE GOIÁS;1.975 km;1975336;1 dia 2 horas;92203;OK
28;AL;DELMIRO GOUVEIA;ALAGOAS;AL 2702405;BELA VISTA DE GOIÁS;GO;AL 2702405/BELA VISTA DE GOIÁS;1.957 km;1956692;1 dia 1 hora;90941;OK
29;AL;OLHO D'ÁGUA DO CASADO;ALAGOAS;AL 2705804;BELA VISTA DE GOIÁS;GO;AL 2705804/BELA VISTA DE GOIÁS;1.981 km;1980523;1 dia 2 horas;92812;OK
30;AL;PIRANHAS;ALAGOAS;AL 2707107;BELA VISTA DE GOIÁS;GO;AL 2707107/BELA VISTA DE GOIÁS;1.998 km;1997606;1 dia 2 horas;93052;OK
31;AL;CARNEIROS;ALAGOAS;AL 2701803;BELA VISTA DE GOIÁS;GO;AL 2701803/BELA VISTA DE GOIÁS;2.042 km;2041875;1 dia 2 horas;95370;OK
32;AL;DOIS RIACHOS;ALAGOAS;AL 2702504;BELA VISTA DE GOIÁS;GO;AL 2702504/BELA VISTA DE GOIÁS;2.069 km;2069396;1 dia 3 horas;95662;OK
33;AL;MARAVILHA;ALAGOAS;AL 2704609;BELA VISTA DE GOIÁS;GO;AL 2704609/BELA VISTA DE GOIÁS;2.035 km;2034932;1 dia 2 horas;94098;OK
34;AL;OURO BRANCO;ALAGOAS;AL 2706109;BELA VISTA DE GOIÁS;GO;AL 2706109/BELA VISTA DE GOIÁS;2.030 km;2030060;1 dia 2 horas;93733;OK
35;AL;PALESTINA;ALAGOAS;AL 2706208;BELA VISTA DE GOIÁS;GO;AL 2706208/BELA VISTA DE GOIÁS;2.065 km;2064757;1 dia 3 horas;96723;OK
36;AL;PAO DE AÇÚCAR;ALAGOAS;AL 2706406;BELA VISTA DE GOIÁS;GO;AL 2706406/BELA VISTA DE GOIÁS;1.989 km;1988945;1 dia 3 horas;95587;OK
37;AL;POÇO DAS TRINCHEIRAS;ALAGOAS;AL 2707206;BELA VISTA DE GOIÁS;GO;AL 2707206/BELA VISTA DE GOIÁS;2.041 km;2041190;1 dia 2 horas;93987;OK
38;AL;SANTANA DO IPANEMA;ALAGOAS;AL 2708006;BELA VISTA DE GOIÁS;GO;AL 2708006/BELA VISTA DE GOIÁS;2.046 km;2046381;1 dia 2 horas;94352;OK
39;AL;SAO JOSÉ DA TAPERA;ALAGOAS;AL 2708402;BELA VISTA DE GOIÁS;GO;AL 2708402/BELA VISTA DE GOIÁS;2.032 km;2031879;1 dia 2 horas;94517;OK
40;AL;SENADOR RUI PALMEIRA;ALAGOAS;AL 2708956;BELA VISTA DE GOIÁS;GO;AL 2708956/BELA VISTA DE GOIÁS;2.031 km;2030616;1 dia 2 horas;94531;OK
41;AL;BATALHA;ALAGOAS;AL 2700706;BELA VISTA DE GOIÁS;GO;AL 2700706/BELA VISTA DE GOIÁS;2.077 km;2076758;1 dia 3 horas;97627;OK
42;AL;BELO MONTE;ALAGOAS;AL 2700904;BELA VISTA DE GOIÁS;GO;AL 2700904/BELA VISTA DE GOIÁS;2.094 km;2093812;1 dia 3 horas;98985;OK
43;AL;JACARÉ DOS HOMENS;ALAGOAS;AL 2703403;BELA VISTA DE GOIÁS;GO;AL 2703403/BELA VISTA DE GOIÁS;2.059 km;2058976;1 dia 3 horas;96467;OK
44;AL;JARAMATAIA;ALAGOAS;AL 2703700;BELA VISTA DE GOIÁS;GO;AL 2703700/BELA VISTA DE GOIÁS;2.082 km;2081626;1 dia 3 horas;96992;OK
45;AL;MAJOR ISIDORO;ALAGOAS;AL 2704401;BELA VISTA DE GOIÁS;GO;AL 2704401/BELA VISTA DE GOIÁS;2.094 km;2093854;1 dia 3 horas;96920;OK
46;AL;MONTEIRÓPOLIS;ALAGOAS;AL 2705408;BELA VISTA DE GOIÁS;GO;AL 2705408/BELA VISTA DE GOIÁS;2.052 km;2051858;1 dia 3 horas;95876;OK
47;AL;OLHO D'ÁGUA DAS FLORES;ALAGOAS;AL 2705705;BELA VISTA DE GOIÁS;GO;AL 2705705/BELA VISTA DE GOIÁS;2.043 km;2042688;1 dia 2 horas;95283;OK
48;AL;OLIVENÇA;ALAGOAS;AL 2706000;BELA VISTA DE GOIÁS;GO;AL 2706000/BELA VISTA DE GOIÁS;2.071 km;2070962;1 dia 3 horas;96495;OK
49;AL;BELÉM;ALAGOAS;AL 2700805;BELA VISTA DE GOIÁS;GO;AL 2700805/BELA VISTA DE GOIÁS;2.088 km;2088104;1 dia 3 horas;97989;OK
50;AL;CACIMBINHAS;ALAGOAS;AL 2701209;BELA VISTA DE GOIÁS;GO;AL 2701209/BELA VISTA DE GOIÁS;2.090 km;2090097;1 dia 3 horas;97070;OK
51;AL;ESTRELA DE ALAGOAS;ALAGOAS;AL 2702553;BELA VISTA DE GOIÁS;GO;AL 2702553/BELA VISTA DE GOIÁS;2.101 km;2101394;1 dia 3 horas;96822;OK
52;AL;IGACI;ALAGOAS;AL 2703106;BELA VISTA DE GOIÁS;GO;AL 2703106/BELA VISTA DE GOIÁS;2.073 km;2073398;1 dia 3 horas;97176;OK
53;AL;MARIBONDO;ALAGOAS;AL 2704807;BELA VISTA DE GOIÁS;GO;AL 2704807/BELA VISTA DE GOIÁS;2.089 km;2088867;1 dia 3 horas;97608;OK
54;AL;MAR VERMELHO;ALAGOAS;AL 2704906;BELA VISTA DE GOIÁS;GO;AL 2704906/BELA VISTA DE GOIÁS;2.092 km;2091918;1 dia 3 horas;98443;OK
55;AL;MINADOR DO NEGRAO;ALAGOAS;AL 2705309;BELA VISTA DE GOIÁS;GO;AL 2705309/BELA VISTA DE GOIÁS;2.107 km;2107152;1 dia 3 horas;97594;OK
56;AL;PALMEIRA DOS ÍNDIOS;ALAGOAS;AL 2706307;BELA VISTA DE GOIÁS;GO;AL 2706307/BELA VISTA DE GOIÁS;2.118 km;2117541;1 dia 3 horas;98075;OK
57;AL;PAULO JACINTO;ALAGOAS;AL 2706604;BELA VISTA DE GOIÁS;GO;AL 2706604/BELA VISTA DE GOIÁS;2.155 km;2155080;1 dia 4 horas;100100;OK
58;AL;QUEBRANGULO;ALAGOAS;AL 2707602;BELA VISTA DE GOIÁS;GO;AL 2707602/BELA VISTA DE GOIÁS;2.148 km;2148260;1 dia 4 horas;99957;OK
59;AL;TANQUE D'ARCA;ALAGOAS;AL 2709004;BELA VISTA DE GOIÁS;GO;AL 2709004/BELA VISTA DE GOIÁS;2.079 km;2078887;1 dia 3 horas;97400;OK
60;AL;ARAPIRACA;ALAGOAS;AL 2700300;BELA VISTA DE GOIÁS;GO;AL 2700300/BELA VISTA DE GOIÁS;2.045 km;2044878;1 dia 3 horas;95440;OK
61;AL;CAMPO GRANDE;ALAGOAS;AL 2701506;BELA VISTA DE GOIÁS;GO;AL 2701506/BELA VISTA DE GOIÁS;2.013 km;2013177;1 dia 2 horas;93730;OK
62;AL;COITÉ DO NÓIA;ALAGOAS;AL 2702009;BELA VISTA DE GOIÁS;GO;AL 2702009/BELA VISTA DE GOIÁS;2.062 km;2061613;1 dia 3 horas;96188;OK
63;AL;CRAÍBAS;ALAGOAS;AL 2702355;BELA VISTA DE GOIÁS;GO;AL 2702355/BELA VISTA DE GOIÁS;2.070 km;2069732;1 dia 3 horas;97249;OK
64;AL;FEIRA GRANDE;ALAGOAS;AL 2702603;BELA VISTA DE GOIÁS;GO;AL 2702603/BELA VISTA DE GOIÁS;2.025 km;2024993;1 dia 2 horas;94910;OK
65;AL;GIRAU DO PONCIANO;ALAGOAS;AL 2702900;BELA VISTA DE GOIÁS;GO;AL 2702900/BELA VISTA DE GOIÁS;2.032 km;2031930;1 dia 2 horas;95177;OK
66;AL;LAGOA DA CANOA;ALAGOAS;AL 2704104;BELA VISTA DE GOIÁS;GO;AL 2704104/BELA VISTA DE GOIÁS;2.036 km;2036299;1 dia 2 horas;95273;OK
67;AL;LIMOEIRO DE ANADIA;ALAGOAS;AL 2704203;BELA VISTA DE GOIÁS;GO;AL 2704203/BELA VISTA DE GOIÁS;2.065 km;2064848;1 dia 3 horas;96360;OK
68;AL;SAO SEBASTIAO;ALAGOAS;AL 2708808;BELA VISTA DE GOIÁS;GO;AL 2708808/BELA VISTA DE GOIÁS;2.017 km;2017304;1 dia 2 horas;93579;OK
69;AL;TAQUARANA;ALAGOAS;AL 2709103;BELA VISTA DE GOIÁS;GO;AL 2709103/BELA VISTA DE GOIÁS;2.065 km;2065473;1 dia 3 horas;96470;OK
70;AL;OLHO D'ÁGUA GRANDE;ALAGOAS;AL 2705903;BELA VISTA DE GOIÁS;GO;AL 2705903/BELA VISTA DE GOIÁS;1.998 km;1997856;1 dia 2 horas;92708;OK
71;AL;SAO BRÁS;ALAGOAS;AL 2708204;BELA VISTA DE GOIÁS;GO;AL 2708204/BELA VISTA DE GOIÁS;1.987 km;1987046;1 dia 2 horas;92548;OK
72;AL;TRAIPU;ALAGOAS;AL 2709202;BELA VISTA DE GOIÁS;GO;AL 2709202/BELA VISTA DE GOIÁS;2.050 km;2050122;1 dia 3 horas;96137;OK
73;AL;CHA PRETA;ALAGOAS;AL 2701902;BELA VISTA DE GOIÁS;GO;AL 2701902/BELA VISTA DE GOIÁS;2.152 km;2152049;1 dia 4 horas;101713;OK
74;AL;IBATEGUARA;ALAGOAS;AL 2703007;BELA VISTA DE GOIÁS;GO;AL 2703007/BELA VISTA DE GOIÁS;2.224 km;2224346;1 dia 5 horas;103406;OK
75;AL;PINDOBA;ALAGOAS;AL 2707008;BELA VISTA DE GOIÁS;GO;AL 2707008/BELA VISTA DE GOIÁS;2.116 km;2115608;1 dia 4 horas;100136;OK
76;AL;SANTANA DO MUNDAÚ;ALAGOAS;AL 2708105;BELA VISTA DE GOIÁS;GO;AL 2708105/BELA VISTA DE GOIÁS;2.209 km;2209411;1 dia 5 horas;104130;OK
77;AL;SAO JOSÉ DA LAJE;ALAGOAS;AL 2708303;BELA VISTA DE GOIÁS;GO;AL 2708303/BELA VISTA DE GOIÁS;2.218 km;2217692;1 dia 5 horas;103237;OK
78;AL;UNIAO DOS PALMARES;ALAGOAS;AL 2709301;BELA VISTA DE GOIÁS;GO;AL 2709301/BELA VISTA DE GOIÁS;2.187 km;2187086;1 dia 4 horas;102387;OK
79;AL;VIÇOSA;ALAGOAS;AL 2709400;BELA VISTA DE GOIÁS;GO;AL 2709400/BELA VISTA DE GOIÁS;2.148 km;2148419;1 dia 4 horas;101079;OK
80;AL;ATALAIA;ALAGOAS;AL 2700409;BELA VISTA DE GOIÁS;GO;AL 2700409/BELA VISTA DE GOIÁS;2.115 km;2115306;1 dia 4 horas;99283;OK
81;AL;BRANQUINHA;ALAGOAS;AL 2701100;BELA VISTA DE GOIÁS;GO;AL 2701100/BELA VISTA DE GOIÁS;2.176 km;2175531;1 dia 4 horas;101602;OK
82;AL;CAJUEIRO;ALAGOAS;AL 2701308;BELA VISTA DE GOIÁS;GO;AL 2701308/BELA VISTA DE GOIÁS;2.120 km;2120071;1 dia 3 horas;98975;OK
83;AL;CAMPESTRE;ALAGOAS;AL 2701357;BELA VISTA DE GOIÁS;GO;AL 2701357/BELA VISTA DE GOIÁS;2.230 km;2229848;1 dia 5 horas;104555;OK
84;AL;CAPELA;ALAGOAS;AL 2701704;BELA VISTA DE GOIÁS;GO;AL 2701704/BELA VISTA DE GOIÁS;2.127 km;2126858;1 dia 4 horas;99369;OK
85;AL;COLÔNIA LEOPOLDINA;ALAGOAS;AL 2702108;BELA VISTA DE GOIÁS;GO;AL 2702108/BELA VISTA DE GOIÁS;2.228 km;2228301;1 dia 5 horas;104337;OK
86;AL;FLEXEIRAS;ALAGOAS;AL 2702801;BELA VISTA DE GOIÁS;GO;AL 2702801/BELA VISTA DE GOIÁS;2.171 km;2170856;1 dia 4 horas;101560;OK
87;AL;JACUÍPE;ALAGOAS;AL 2703502;BELA VISTA DE GOIÁS;GO;AL 2703502/BELA VISTA DE GOIÁS;2.257 km;2256695;1 dia 5 horas;106087;OK
88;AL;JOAQUIM GOMES;ALAGOAS;AL 2703809;BELA VISTA DE GOIÁS;GO;AL 2703809/BELA VISTA DE GOIÁS;2.190 km;2190121;1 dia 5 horas;102968;OK
89;AL;JUNDIÁ;ALAGOAS;AL 2703908;BELA VISTA DE GOIÁS;GO;AL 2703908/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
90;AL;MATRIZ DE CAMARAGIBE;ALAGOAS;AL 2705101;BELA VISTA DE GOIÁS;GO;AL 2705101/BELA VISTA DE GOIÁS;2.222 km;2222255;1 dia 5 horas;104503;OK
91;AL;MESSIAS;ALAGOAS;AL 2705200;BELA VISTA DE GOIÁS;GO;AL 2705200/BELA VISTA DE GOIÁS;2.153 km;2152748;1 dia 4 horas;100797;OK
92;AL;MURICI;ALAGOAS;AL 2705507;BELA VISTA DE GOIÁS;GO;AL 2705507/BELA VISTA DE GOIÁS;2.166 km;2166141;1 dia 4 horas;101557;OK
93;AL;NOVO LINO;ALAGOAS;AL 2705606;BELA VISTA DE GOIÁS;GO;AL 2705606/BELA VISTA DE GOIÁS;2.211 km;2211094;1 dia 5 horas;103449;OK
94;AL;PORTO CALVO;ALAGOAS;AL 2707305;BELA VISTA DE GOIÁS;GO;AL 2707305/BELA VISTA DE GOIÁS;2.243 km;2242509;1 dia 5 horas;105264;OK
95;AL;SAO LUÍS DO QUITUNDE;ALAGOAS;AL 2708501;BELA VISTA DE GOIÁS;GO;AL 2708501/BELA VISTA DE GOIÁS;2.199 km;2198742;1 dia 5 horas;103073;OK
96;AL;JAPARATINGA;ALAGOAS;AL 2703601;BELA VISTA DE GOIÁS;GO;AL 2703601/BELA VISTA DE GOIÁS;2.255 km;2255268;1 dia 5 horas;105772;OK
97;AL;MARAGOGI;ALAGOAS;AL 2704500;BELA VISTA DE GOIÁS;GO;AL 2704500/BELA VISTA DE GOIÁS;2.266 km;2265719;1 dia 6 horas;106809;OK
98;AL;PASSO DE CAMARAGIBE;ALAGOAS;AL 2706505;BELA VISTA DE GOIÁS;GO;AL 2706505/BELA VISTA DE GOIÁS;2.216 km;2215796;1 dia 5 horas;103991;OK
99;AL;PORTO DE PEDRAS;ALAGOAS;AL 2707404;BELA VISTA DE GOIÁS;GO;AL 2707404/BELA VISTA DE GOIÁS;2.237 km;2237275;1 dia 5 horas;105648;OK
100;AL;SAO MIGUEL DOS MILAGRES;ALAGOAS;AL 2708709;BELA VISTA DE GOIÁS;GO;AL 2708709/BELA VISTA DE GOIÁS;2.232 km;2231584;1 dia 5 horas;105163;OK
101;AL;BARRA DE SANTO ANTÔNIO;ALAGOAS;AL 2700508;BELA VISTA DE GOIÁS;GO;AL 2700508/BELA VISTA DE GOIÁS;2.204 km;2204472;1 dia 5 horas;103235;OK
102;AL;BARRA DE SAO MIGUEL;ALAGOAS;AL 2700607;BELA VISTA DE GOIÁS;GO;AL 2700607/BELA VISTA DE GOIÁS;2.103 km;2103070;1 dia 3 horas;97537;OK
103;AL;COQUEIRO SECO;ALAGOAS;AL 2702207;BELA VISTA DE GOIÁS;GO;AL 2702207/BELA VISTA DE GOIÁS;2.138 km;2137687;1 dia 4 horas;99850;OK
104;AL;MACEIÓ;ALAGOAS;AL 2704302;BELA VISTA DE GOIÁS;GO;AL 2704302/BELA VISTA DE GOIÁS;2.142 km;2141724;1 dia 4 horas;100182;OK
105;AL;MARECHAL DEODORO;ALAGOAS;AL 2704708;BELA VISTA DE GOIÁS;GO;AL 2704708/BELA VISTA DE GOIÁS;2.124 km;2123807;1 dia 4 horas;99339;OK
106;AL;PARIPUEIRA;ALAGOAS;AL 2706448;BELA VISTA DE GOIÁS;GO;AL 2706448/BELA VISTA DE GOIÁS;2.170 km;2170182;1 dia 5 horas;102741;OK
107;AL;PILAR;ALAGOAS;AL 2706901;BELA VISTA DE GOIÁS;GO;AL 2706901/BELA VISTA DE GOIÁS;2.117 km;2117005;1 dia 3 horas;98704;OK
108;AL;RIO LARGO;ALAGOAS;AL 2707701;BELA VISTA DE GOIÁS;GO;AL 2707701/BELA VISTA DE GOIÁS;2.140 km;2140352;1 dia 4 horas;100219;OK
109;AL;SANTA LUZIA DO NORTE;ALAGOAS;AL 2707909;BELA VISTA DE GOIÁS;GO;AL 2707909/BELA VISTA DE GOIÁS;2.131 km;2131115;1 dia 4 horas;99747;OK
110;AL;SATUBA;ALAGOAS;AL 2708907;BELA VISTA DE GOIÁS;GO;AL 2708907/BELA VISTA DE GOIÁS;2.131 km;2131459;1 dia 4 horas;99452;OK
111;AL;ANADIA;ALAGOAS;AL 2700201;BELA VISTA DE GOIÁS;GO;AL 2700201/BELA VISTA DE GOIÁS;2.098 km;2097992;1 dia 3 horas;97884;OK
112;AL;BOCA DA MATA;ALAGOAS;AL 2701001;BELA VISTA DE GOIÁS;GO;AL 2701001/BELA VISTA DE GOIÁS;2.120 km;2120058;1 dia 3 horas;98602;OK
113;AL;CAMPO ALEGRE;ALAGOAS;AL 2701407;BELA VISTA DE GOIÁS;GO;AL 2701407/BELA VISTA DE GOIÁS;2.066 km;2066261;1 dia 3 horas;95560;OK
114;AL;CORURIPE;ALAGOAS;AL 2702306;BELA VISTA DE GOIÁS;GO;AL 2702306/BELA VISTA DE GOIÁS;2.073 km;2073179;1 dia 3 horas;96873;OK
115;AL;JEQUIÁ DA PRAIA;ALAGOAS;AL 2703759;BELA VISTA DE GOIÁS;GO;AL 2703759/BELA VISTA DE GOIÁS;2.074 km;2073547;1 dia 3 horas;96523;OK
116;AL;JUNQUEIRO;ALAGOAS;AL 2704005;BELA VISTA DE GOIÁS;GO;AL 2704005/BELA VISTA DE GOIÁS;2.035 km;2034713;1 dia 2 horas;94448;OK
117;AL;ROTEIRO;ALAGOAS;AL 2707800;BELA VISTA DE GOIÁS;GO;AL 2707800/BELA VISTA DE GOIÁS;;;;;NOT_FOUND
118;AL;SAO MIGUEL DOS CAMPOS;ALAGOAS;AL 2708600;BELA VISTA DE GOIÁS;GO;AL 2708600/BELA VISTA DE GOIÁS;2.086 km;2085815;1 dia 3 horas;96941;OK
119;AL;TEOTÔNIO VILELA;ALAGOAS;AL 2709152;BELA VISTA DE GOIÁS;GO;AL 2709152/BELA VISTA DE GOIÁS;2.043 km;2042509;1 dia 2 horas;94571;OK
120;AL;FELIZ DESERTO;ALAGOAS;AL 2702702;BELA VISTA DE GOIÁS;GO;AL 2702702/BELA VISTA DE GOIÁS;2.037 km;2036853;1 dia 3 horas;96151;OK
121;AL;IGREJA NOVA;ALAGOAS;AL 2703205;BELA VISTA DE GOIÁS;GO;AL 2703205/BELA VISTA DE GOIÁS;1.995 km;1995334;1 dia 2 horas;92175;OK
122;AL;PENEDO;ALAGOAS;AL 2706703;BELA VISTA DE GOIÁS;GO;AL 2706703/BELA VISTA DE GOIÁS;1.988 km;1987773;1 dia 2 horas;93253;OK
123;AL;PIAÇABUÇU;ALAGOAS;AL 2706802;BELA VISTA DE GOIÁS;GO;AL 2706802/BELA VISTA DE GOIÁS;2.015 km;2014909;1 dia 2 horas;94948;OK
124;AL;PORTO REAL DO COLÉGIO;ALAGOAS;AL 2707503;BELA VISTA DE GOIÁS;GO;AL 2707503/BELA VISTA DE GOIÁS;1.975 km;1974810;1 dia 1 hora;91760;OK
125;AM;BARCELOS;AMAZONAS;AM 1300409;BELA VISTA DE GOIÁS;GO;AM 1300409/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
126;AM;NOVO AIRAO;AMAZONAS;AM 1303205;BELA VISTA DE GOIÁS;GO;AM 1303205/BELA VISTA DE GOIÁS;3.492 km;3492186;2 dias 0 horas;172911;OK
127;AM;SANTA ISABEL DO RIO NEGRO;AMAZONAS;AM 1303601;BELA VISTA DE GOIÁS;GO;AM 1303601/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
128;AM;SAO GABRIEL DA CACHOEIRA;AMAZONAS;AM 1303809;BELA VISTA DE GOIÁS;GO;AM 1303809/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
129;AM;JAPURÁ;AMAZONAS;AM 1302108;BELA VISTA DE GOIÁS;GO;AM 1302108/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
130;AM;MARAA;AMAZONAS;AM 1302801;BELA VISTA DE GOIÁS;GO;AM 1302801/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
131;AM;AMATURÁ;AMAZONAS;AM 1300060;BELA VISTA DE GOIÁS;GO;AM 1300060/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
132;AM;ATALAIA DO NORTE;AMAZONAS;AM 1300201;BELA VISTA DE GOIÁS;GO;AM 1300201/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
133;AM;BENJAMIN CONSTANT;AMAZONAS;AM 1300607;BELA VISTA DE GOIÁS;GO;AM 1300607/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
134;AM;FONTE BOA;AMAZONAS;AM 1301605;BELA VISTA DE GOIÁS;GO;AM 1301605/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
135;AM;JUTAÍ;AMAZONAS;AM 1302306;BELA VISTA DE GOIÁS;GO;AM 1302306/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
136;AM;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;AM 1303700;BELA VISTA DE GOIÁS;GO;AM 1303700/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
137;AM;SAO PAULO DE OLIVENÇA;AMAZONAS;AM 1303908;BELA VISTA DE GOIÁS;GO;AM 1303908/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
138;AM;TABATINGA;AMAZONAS;AM 1304062;BELA VISTA DE GOIÁS;GO;AM 1304062/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
139;AM;TONANTINS;AMAZONAS;AM 1304237;BELA VISTA DE GOIÁS;GO;AM 1304237/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
140;AM;CARAUARI;AMAZONAS;AM 1301001;BELA VISTA DE GOIÁS;GO;AM 1301001/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
141;AM;EIRUNEPÉ;AMAZONAS;AM 1301407;BELA VISTA DE GOIÁS;GO;AM 1301407/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
142;AM;ENVIRA;AMAZONAS;AM 1301506;BELA VISTA DE GOIÁS;GO;AM 1301506/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
143;AM;GUAJARÁ;AMAZONAS;AM 1301654;BELA VISTA DE GOIÁS;GO;AM 1301654/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
144;AM;IPIXUNA;AMAZONAS;AM 1301803;BELA VISTA DE GOIÁS;GO;AM 1301803/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
145;AM;ITAMARATI;AMAZONAS;AM 1301951;BELA VISTA DE GOIÁS;GO;AM 1301951/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
146;AM;JURUÁ;AMAZONAS;AM 1302207;BELA VISTA DE GOIÁS;GO;AM 1302207/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
147;AM;ALVARAES;AMAZONAS;AM 1300029;BELA VISTA DE GOIÁS;GO;AM 1300029/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
148;AM;TEFÉ;AMAZONAS;AM 1304203;BELA VISTA DE GOIÁS;GO;AM 1304203/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
149;AM;UARINI;AMAZONAS;AM 1304260;BELA VISTA DE GOIÁS;GO;AM 1304260/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
150;AM;ANAMA;AMAZONAS;AM 1300086;BELA VISTA DE GOIÁS;GO;AM 1300086/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
151;AM;ANORI;AMAZONAS;AM 1300102;BELA VISTA DE GOIÁS;GO;AM 1300102/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
152;AM;BERURI;AMAZONAS;AM 1300631;BELA VISTA DE GOIÁS;GO;AM 1300631/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
153;AM;CAAPIRANGA;AMAZONAS;AM 1300839;BELA VISTA DE GOIÁS;GO;AM 1300839/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
154;AM;COARI;AMAZONAS;AM 1301209;BELA VISTA DE GOIÁS;GO;AM 1301209/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
155;AM;CODAJÁS;AMAZONAS;AM 1301308;BELA VISTA DE GOIÁS;GO;AM 1301308/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
156;AM;AUTAZES;AMAZONAS;AM 1300300;BELA VISTA DE GOIÁS;GO;AM 1300300/BELA VISTA DE GOIÁS;;;;;ZERO_RESULTS
157;AM;CAREIRO;AMAZONAS;AM 1301100;BELA VISTA DE GOIÁS;GO;AM 1301100/BELA VISTA DE GOIÁS;3.175 km;3174914;1 dia 19 horas;153781;OK
