uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
BA;UMBURANAS;CENTRO NORTE BAIANO;BA 2932457;BELAVISTA DE GOIAS;GO;;;;
BA;AMÉRICA DOURADA;CENTRO NORTE BAIANO;BA 2901155;BELAVISTA DE GOIAS;GO;;;;
BA;BARRA DO MENDES;CENTRO NORTE BAIANO;BA 2903003;BELAVISTA DE GOIAS;GO;;;;
BA;BARRO ALTO;CENTRO NORTE BAIANO;BA 2903235;BELAVISTA DE GOIAS;GO;;;;
BA;CAFARNAUM;CENTRO NORTE BAIANO;BA 2905305;BELAVISTA DE GOIAS;GO;;;;
BA;CANARANA;CENTRO NORTE BAIANO;BA 2906204;BELAVISTA DE GOIAS;GO;;;;
BA;CENTRAL;CENTRO NORTE BAIANO;BA 2907608;BELAVISTA DE GOIAS;GO;;;;
BA;GENTIO DO OURO;CENTRO NORTE BAIANO;BA 2911303;BELAVISTA DE GOIAS;GO;;;;
BA;IBIPEBA;CENTRO NORTE BAIANO;BA 2912400;BELAVISTA DE GOIAS;GO;;;;
BA;IBITITÁ;CENTRO NORTE BAIANO;BA 2913101;BELAVISTA DE GOIAS;GO;;;;
BA;IRAQUARA;CENTRO NORTE BAIANO;BA 2914406;BELAVISTA DE GOIAS;GO;;;;
BA;IRECÊ;CENTRO NORTE BAIANO;BA 2914604;BELAVISTA DE GOIAS;GO;;;;
BA;JOÃO DOURADO;CENTRO NORTE BAIANO;BA 2918357;BELAVISTA DE GOIAS;GO;;;;
BA;JUSSARA;CENTRO NORTE BAIANO;BA 2918506;BELAVISTA DE GOIAS;GO;;;;
BA;LAPÃO;CENTRO NORTE BAIANO;BA 2919157;BELAVISTA DE GOIAS;GO;;;;
BA;MULUNGU DO MORRO;CENTRO NORTE BAIANO;BA 2922052;BELAVISTA DE GOIAS;GO;;;;
BA;PRESIDENTE DUTRA;CENTRO NORTE BAIANO;BA 2925600;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO GABRIEL;CENTRO NORTE BAIANO;BA 2929255;BELAVISTA DE GOIAS;GO;;;;
BA;SOUTO SOARES;CENTRO NORTE BAIANO;BA 2930808;BELAVISTA DE GOIAS;GO;;;;
BA;UIBAÍ;CENTRO NORTE BAIANO;BA 2932408;BELAVISTA DE GOIAS;GO;;;;
BA;CAÉM;CENTRO NORTE BAIANO;BA 2905107;BELAVISTA DE GOIAS;GO;;;;
BA;CALDEIRÃO GRANDE;CENTRO NORTE BAIANO;BA 2905503;BELAVISTA DE GOIAS;GO;;;;
BA;CAPIM GROSSO;CENTRO NORTE BAIANO;BA 2906873;BELAVISTA DE GOIAS;GO;;;;
BA;JACOBINA;CENTRO NORTE BAIANO;BA 2917508;BELAVISTA DE GOIAS;GO;;;;
BA;MIGUEL CALMON;CENTRO NORTE BAIANO;BA 2921203;BELAVISTA DE GOIAS;GO;;;;
BA;MIRANGABA;CENTRO NORTE BAIANO;BA 2921401;BELAVISTA DE GOIAS;GO;;;;
BA;MORRO DO CHAPÉU;CENTRO NORTE BAIANO;BA 2921708;BELAVISTA DE GOIAS;GO;;;;
BA;OUROLÂNDIA;CENTRO NORTE BAIANO;BA 2923357;BELAVISTA DE GOIAS;GO;;;;
BA;PIRITIBA;CENTRO NORTE BAIANO;BA 2924801;BELAVISTA DE GOIAS;GO;;;;
BA;PONTO NOVO;CENTRO NORTE BAIANO;BA 2925253;BELAVISTA DE GOIAS;GO;;;;
BA;QUIXABEIRA;CENTRO NORTE BAIANO;BA 2925931;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO JOSÉ DO JACUÍPE;CENTRO NORTE BAIANO;BA 2929370;BELAVISTA DE GOIAS;GO;;;;
BA;SAÚDE;CENTRO NORTE BAIANO;BA 2929800;BELAVISTA DE GOIAS;GO;;;;
BA;SERROLÂNDIA;CENTRO NORTE BAIANO;BA 2930600;BELAVISTA DE GOIAS;GO;;;;
BA;VÁRZEA DO POÇO;CENTRO NORTE BAIANO;BA 2933109;BELAVISTA DE GOIAS;GO;;;;
BA;VÁRZEA NOVA;CENTRO NORTE BAIANO;BA 2933158;BELAVISTA DE GOIAS;GO;;;;
BA;BAIXA GRANDE;CENTRO NORTE BAIANO;BA 2902609;BELAVISTA DE GOIAS;GO;;;;
BA;BOA VISTA DO TUPIM;CENTRO NORTE BAIANO;BA 2903805;BELAVISTA DE GOIAS;GO;;;;
BA;IAÇU;CENTRO NORTE BAIANO;BA 2911907;BELAVISTA DE GOIAS;GO;;;;
BA;IBIQUERA;CENTRO NORTE BAIANO;BA 2912608;BELAVISTA DE GOIAS;GO;;;;
BA;ITABERABA;CENTRO NORTE BAIANO;BA 2914703;BELAVISTA DE GOIAS;GO;;;;
BA;LAJEDINHO;CENTRO NORTE BAIANO;BA 2919009;BELAVISTA DE GOIAS;GO;;;;
BA;MACAJUBA;CENTRO NORTE BAIANO;BA 2919603;BELAVISTA DE GOIAS;GO;;;;
BA;MAIRI;CENTRO NORTE BAIANO;BA 2920106;BELAVISTA DE GOIAS;GO;;;;
BA;MUNDO NOVO;CENTRO NORTE BAIANO;BA 2922102;BELAVISTA DE GOIAS;GO;;;;
BA;RUY BARBOSA;CENTRO NORTE BAIANO;BA 2927200;BELAVISTA DE GOIAS;GO;;;;
BA;TAPIRAMUTÁ;CENTRO NORTE BAIANO;BA 2931301;BELAVISTA DE GOIAS;GO;;;;
BA;VÁRZEA DA ROÇA;CENTRO NORTE BAIANO;BA 2933059;BELAVISTA DE GOIAS;GO;;;;
BA;ÁGUA FRIA;CENTRO NORTE BAIANO;BA 2900405;BELAVISTA DE GOIAS;GO;;;;
BA;ANGUERA;CENTRO NORTE BAIANO;BA 2901502;BELAVISTA DE GOIAS;GO;;;;
BA;ANTÔNIO CARDOSO;CENTRO NORTE BAIANO;BA 2901700;BELAVISTA DE GOIAS;GO;;;;
BA;CONCEIÇÃO DA FEIRA;CENTRO NORTE BAIANO;BA 2908200;BELAVISTA DE GOIAS;GO;;;;
BA;CONCEIÇÃO DO JACUÍPE;CENTRO NORTE BAIANO;BA 2908507;BELAVISTA DE GOIAS;GO;;;;
BA;CORAÇÃO DE MARIA;CENTRO NORTE BAIANO;BA 2908903;BELAVISTA DE GOIAS;GO;;;;
BA;ELÍSIO MEDRADO;CENTRO NORTE BAIANO;BA 2910305;BELAVISTA DE GOIAS;GO;;;;
BA;FEIRA DE SANTANA;CENTRO NORTE BAIANO;BA 2910800;BELAVISTA DE GOIAS;GO;;;;
BA;IPECAETÁ;CENTRO NORTE BAIANO;BA 2913804;BELAVISTA DE GOIAS;GO;;;;
BA;IPIRÁ;CENTRO NORTE BAIANO;BA 2914000;BELAVISTA DE GOIAS;GO;;;;
BA;IRARÁ;CENTRO NORTE BAIANO;BA 2914505;BELAVISTA DE GOIAS;GO;;;;
BA;ITATIM;CENTRO NORTE BAIANO;BA 2916856;BELAVISTA DE GOIAS;GO;;;;
BA;OURIÇANGAS;CENTRO NORTE BAIANO;BA 2923308;BELAVISTA DE GOIAS;GO;;;;
BA;PEDRÃO;CENTRO NORTE BAIANO;BA 2924108;BELAVISTA DE GOIAS;GO;;;;
BA;PINTADAS;CENTRO NORTE BAIANO;BA 2924652;BELAVISTA DE GOIAS;GO;;;;
BA;RAFAEL JAMBEIRO;CENTRO NORTE BAIANO;BA 2925956;BELAVISTA DE GOIAS;GO;;;;
BA;SANTA BÁRBARA;CENTRO NORTE BAIANO;BA 2927507;BELAVISTA DE GOIAS;GO;;;;
BA;SANTANÓPOLIS;CENTRO NORTE BAIANO;BA 2928307;BELAVISTA DE GOIAS;GO;;;;
BA;SANTA TERESINHA;CENTRO NORTE BAIANO;BA 2928505;BELAVISTA DE GOIAS;GO;;;;
BA;SANTO ESTÊVÃO;CENTRO NORTE BAIANO;BA 2928802;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO GONÇALO DOS CAMPOS;CENTRO NORTE BAIANO;BA 2929305;BELAVISTA DE GOIAS;GO;;;;
BA;SERRA PRETA;CENTRO NORTE BAIANO;BA 2930402;BELAVISTA DE GOIAS;GO;;;;
BA;TANQUINHO;CENTRO NORTE BAIANO;BA 2931103;BELAVISTA DE GOIAS;GO;;;;
BA;TEODORO SAMPAIO;CENTRO NORTE BAIANO;BA 2931400;BELAVISTA DE GOIAS;GO;;;;
BA;CORONEL JOÃO SÁ;NORDESTE BAIANO;BA 2909208;BELAVISTA DE GOIAS;GO;;;;
BA;JEREMOABO;NORDESTE BAIANO;BA 2918100;BELAVISTA DE GOIAS;GO;;;;
BA;PEDRO ALEXANDRE;NORDESTE BAIANO;BA 2924207;BELAVISTA DE GOIAS;GO;;;;
BA;SANTA BRÍGIDA;NORDESTE BAIANO;BA 2927606;BELAVISTA DE GOIAS;GO;;;;
BA;SÍTIO DO QUINTO;NORDESTE BAIANO;BA 2930766;BELAVISTA DE GOIAS;GO;;;;
BA;CANSANÇÃO;NORDESTE BAIANO;BA 2906808;BELAVISTA DE GOIAS;GO;;;;
BA;CANUDOS;NORDESTE BAIANO;BA 2906824;BELAVISTA DE GOIAS;GO;;;;
BA;EUCLIDES DA CUNHA;NORDESTE BAIANO;BA 2910701;BELAVISTA DE GOIAS;GO;;;;
BA;MONTE SANTO;NORDESTE BAIANO;BA 2921500;BELAVISTA DE GOIAS;GO;;;;
BA;NORDESTINA;NORDESTE BAIANO;BA 2922656;BELAVISTA DE GOIAS;GO;;;;
BA;QUEIMADAS;NORDESTE BAIANO;BA 2925808;BELAVISTA DE GOIAS;GO;;;;
BA;QUIJINGUE;NORDESTE BAIANO;BA 2925907;BELAVISTA DE GOIAS;GO;;;;
BA;TUCANO;NORDESTE BAIANO;BA 2931905;BELAVISTA DE GOIAS;GO;;;;
BA;UAUÁ;NORDESTE BAIANO;BA 2932002;BELAVISTA DE GOIAS;GO;;;;
BA;ADUSTINA;NORDESTE BAIANO;BA 2900355;BELAVISTA DE GOIAS;GO;;;;
BA;ANTAS;NORDESTE BAIANO;BA 2901601;BELAVISTA DE GOIAS;GO;;;;
BA;BANZAÊ;NORDESTE BAIANO;BA 2902658;BELAVISTA DE GOIAS;GO;;;;
BA;CÍCERO DANTAS;NORDESTE BAIANO;BA 2907806;BELAVISTA DE GOIAS;GO;;;;
BA;CIPÓ;NORDESTE BAIANO;BA 2907905;BELAVISTA DE GOIAS;GO;;;;
BA;FÁTIMA;NORDESTE BAIANO;BA 2910750;BELAVISTA DE GOIAS;GO;;;;
BA;HELIÓPOLIS;NORDESTE BAIANO;BA 2911857;BELAVISTA DE GOIAS;GO;;;;
BA;ITAPICURU;NORDESTE BAIANO;BA 2916500;BELAVISTA DE GOIAS;GO;;;;
BA;NOVA SOURE;NORDESTE BAIANO;BA 2922904;BELAVISTA DE GOIAS;GO;;;;
BA;NOVO TRIUNFO;NORDESTE BAIANO;BA 2923050;BELAVISTA DE GOIAS;GO;;;;
BA;OLINDINA;NORDESTE BAIANO;BA 2923100;BELAVISTA DE GOIAS;GO;;;;
BA;PARIPIRANGA;NORDESTE BAIANO;BA 2923803;BELAVISTA DE GOIAS;GO;;;;
BA;RIBEIRA DO AMPARO;NORDESTE BAIANO;BA 2926509;BELAVISTA DE GOIAS;GO;;;;
BA;RIBEIRA DO POMBAL;NORDESTE BAIANO;BA 2926608;BELAVISTA DE GOIAS;GO;;;;
BA;ARACI;NORDESTE BAIANO;BA 2902104;BELAVISTA DE GOIAS;GO;;;;
BA;BARROCAS;NORDESTE BAIANO;BA 2903276;BELAVISTA DE GOIAS;GO;;;;
BA;BIRITINGA;NORDESTE BAIANO;BA 2903607;BELAVISTA DE GOIAS;GO;;;;
BA;CANDEAL;NORDESTE BAIANO;BA 2906402;BELAVISTA DE GOIAS;GO;;;;
BA;CAPELA DO ALTO ALEGRE;NORDESTE BAIANO;BA 2906857;BELAVISTA DE GOIAS;GO;;;;
BA;CONCEIÇÃO DO COITÉ;NORDESTE BAIANO;BA 2908408;BELAVISTA DE GOIAS;GO;;;;
BA;GAVIÃO;NORDESTE BAIANO;BA 2911253;BELAVISTA DE GOIAS;GO;;;;
BA;ICHU;NORDESTE BAIANO;BA 2913309;BELAVISTA DE GOIAS;GO;;;;
BA;LAMARÃO;NORDESTE BAIANO;BA 2919108;BELAVISTA DE GOIAS;GO;;;;
BA;NOVA FÁTIMA;NORDESTE BAIANO;BA 2922730;BELAVISTA DE GOIAS;GO;;;;
BA;PÉ DE SERRA;NORDESTE BAIANO;BA 2924058;BELAVISTA DE GOIAS;GO;;;;
BA;RETIROLÂNDIA;NORDESTE BAIANO;BA 2926103;BELAVISTA DE GOIAS;GO;;;;
BA;RIACHÃO DO JACUÍPE;NORDESTE BAIANO;BA 2926301;BELAVISTA DE GOIAS;GO;;;;
BA;SANTALUZ;NORDESTE BAIANO;BA 2928000;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO DOMINGOS;NORDESTE BAIANO;BA 2928950;BELAVISTA DE GOIAS;GO;;;;
BA;SERRINHA;NORDESTE BAIANO;BA 2930501;BELAVISTA DE GOIAS;GO;;;;
BA;TEOFILÂNDIA;NORDESTE BAIANO;BA 2931509;BELAVISTA DE GOIAS;GO;;;;
BA;VALENTE;NORDESTE BAIANO;BA 2933000;BELAVISTA DE GOIAS;GO;;;;
BA;ACAJUTIBA;NORDESTE BAIANO;BA 2900306;BELAVISTA DE GOIAS;GO;;;;
BA;ALAGOINHAS;NORDESTE BAIANO;BA 2900702;BELAVISTA DE GOIAS;GO;;;;
BA;APORÁ;NORDESTE BAIANO;BA 2901908;BELAVISTA DE GOIAS;GO;;;;
BA;ARAÇAS;NORDESTE BAIANO;BA 2902054;BELAVISTA DE GOIAS;GO;;;;
BA;ARAMARI;NORDESTE BAIANO;BA 2902203;BELAVISTA DE GOIAS;GO;;;;
BA;CRISÓPOLIS;NORDESTE BAIANO;BA 2909604;BELAVISTA DE GOIAS;GO;;;;
BA;INHAMBUPE;NORDESTE BAIANO;BA 2913705;BELAVISTA DE GOIAS;GO;;;;
BA;RIO REAL;NORDESTE BAIANO;BA 2927002;BELAVISTA DE GOIAS;GO;;;;
BA;SÁTIRO DIAS;NORDESTE BAIANO;BA 2929701;BELAVISTA DE GOIAS;GO;;;;
BA;CARDEAL DA SILVA;NORDESTE BAIANO;BA 2907004;BELAVISTA DE GOIAS;GO;;;;
BA;CONDE;NORDESTE BAIANO;BA 2908606;BELAVISTA DE GOIAS;GO;;;;
BA;ENTRE RIOS;NORDESTE BAIANO;BA 2910503;BELAVISTA DE GOIAS;GO;;;;
BA;ESPLANADA;NORDESTE BAIANO;BA 2910602;BELAVISTA DE GOIAS;GO;;;;
BA;JANDAÍRA;NORDESTE BAIANO;BA 2917904;BELAVISTA DE GOIAS;GO;;;;
BA;AMÉLIA RODRIGUES;METROP. DE SALVADOR;BA 2901106;BELAVISTA DE GOIAS;GO;;;;
BA;CATU;METROP. DE SALVADOR;BA 2907509;BELAVISTA DE GOIAS;GO;;;;
BA;ITANAGRA;METROP. DE SALVADOR;BA 2915908;BELAVISTA DE GOIAS;GO;;;;
BA;MATA DE SÃO JOÃO;METROP. DE SALVADOR;BA 2921005;BELAVISTA DE GOIAS;GO;;;;
BA;POJUCA;METROP. DE SALVADOR;BA 2925204;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO SEBASTIÃO DO PASSÉ;METROP. DE SALVADOR;BA 2929503;BELAVISTA DE GOIAS;GO;;;;
BA;TERRA NOVA;METROP. DE SALVADOR;BA 2931707;BELAVISTA DE GOIAS;GO;;;;
BA;ARATUÍPE;METROP. DE SALVADOR;BA 2902302;BELAVISTA DE GOIAS;GO;;;;
BA;CABACEIRAS DO PARAGUAÇU;METROP. DE SALVADOR;BA 2904852;BELAVISTA DE GOIAS;GO;;;;
BA;CACHOEIRA;METROP. DE SALVADOR;BA 2904902;BELAVISTA DE GOIAS;GO;;;;
BA;CASTRO ALVES;METROP. DE SALVADOR;BA 2907301;BELAVISTA DE GOIAS;GO;;;;
BA;CONCEIÇÃO DO ALMEIDA;METROP. DE SALVADOR;BA 2908309;BELAVISTA DE GOIAS;GO;;;;
BA;CRUZ DAS ALMAS;METROP. DE SALVADOR;BA 2909802;BELAVISTA DE GOIAS;GO;;;;
BA;DOM MACEDO COSTA;METROP. DE SALVADOR;BA 2910206;BELAVISTA DE GOIAS;GO;;;;
BA;GOVERNADOR MANGABEIRA;METROP. DE SALVADOR;BA 2911600;BELAVISTA DE GOIAS;GO;;;;
BA;JAGUARIPE;METROP. DE SALVADOR;BA 2917805;BELAVISTA DE GOIAS;GO;;;;
BA;MARAGOGIPE;METROP. DE SALVADOR;BA 2920601;BELAVISTA DE GOIAS;GO;;;;
BA;MUNIZ FERREIRA;METROP. DE SALVADOR;BA 2922201;BELAVISTA DE GOIAS;GO;;;;
BA;MURITIBA;METROP. DE SALVADOR;BA 2922300;BELAVISTA DE GOIAS;GO;;;;
BA;NAZARÉ;METROP. DE SALVADOR;BA 2922508;BELAVISTA DE GOIAS;GO;;;;
BA;SALINAS DA MARGARIDA;METROP. DE SALVADOR;BA 2927309;BELAVISTA DE GOIAS;GO;;;;
BA;SANTO AMARO;METROP. DE SALVADOR;BA 2928604;BELAVISTA DE GOIAS;GO;;;;
BA;SANTO ANTÔNIO DE JESUS;METROP. DE SALVADOR;BA 2928703;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO FÉLIX;METROP. DE SALVADOR;BA 2929008;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO FELIPE;METROP. DE SALVADOR;BA 2929107;BELAVISTA DE GOIAS;GO;;;;
BA;SAPEAÇU;METROP. DE SALVADOR;BA 2929602;BELAVISTA DE GOIAS;GO;;;;
BA;SAUBARA;METROP. DE SALVADOR;BA 2929750;BELAVISTA DE GOIAS;GO;;;;
BA;VARZEDO;METROP. DE SALVADOR;BA 2933174;BELAVISTA DE GOIAS;GO;;;;
BA;CAMAÇARI;METROP. DE SALVADOR;BA 2905701;BELAVISTA DE GOIAS;GO;;;;
BA;CANDEIAS;METROP. DE SALVADOR;BA 2906501;BELAVISTA DE GOIAS;GO;;;;
BA;DIAS D'ÁVILA;METROP. DE SALVADOR;BA 2910057;BELAVISTA DE GOIAS;GO;;;;
BA;ITAPARICA;METROP. DE SALVADOR;BA 2916104;BELAVISTA DE GOIAS;GO;;;;
BA;LAURO DE FREITAS;METROP. DE SALVADOR;BA 2919207;BELAVISTA DE GOIAS;GO;;;;
BA;MADRE DE DEUS;METROP. DE SALVADOR;BA 2919926;BELAVISTA DE GOIAS;GO;;;;
BA;SALVADOR;METROP. DE SALVADOR;BA 2927408;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO FRANCISCO DO CONDE;METROP. DE SALVADOR;BA 2929206;BELAVISTA DE GOIAS;GO;;;;
BA;SIMÕES FILHO;METROP. DE SALVADOR;BA 2930709;BELAVISTA DE GOIAS;GO;;;;
BA;VERA CRUZ;METROP. DE SALVADOR;BA 2933208;BELAVISTA DE GOIAS;GO;;;;
BA;BOQUIRA;CENTRO SUL BAIANO;BA 2904100;BELAVISTA DE GOIAS;GO;;;;
BA;BOTUPORÃ;CENTRO SUL BAIANO;BA 2904209;BELAVISTA DE GOIAS;GO;;;;
BA;BROTAS DE MACAÚBAS;CENTRO SUL BAIANO;BA 2904506;BELAVISTA DE GOIAS;GO;;;;
BA;CATURAMA;CENTRO SUL BAIANO;BA 2907558;BELAVISTA DE GOIAS;GO;;;;
BA;IBIPITANGA;CENTRO SUL BAIANO;BA 2912509;BELAVISTA DE GOIAS;GO;;;;
BA;IBITIARA;CENTRO SUL BAIANO;BA 2913002;BELAVISTA DE GOIAS;GO;;;;
BA;IPUPIARA;CENTRO SUL BAIANO;BA 2914109;BELAVISTA DE GOIAS;GO;;;;
BA;MACAÚBAS;CENTRO SUL BAIANO;BA 2919801;BELAVISTA DE GOIAS;GO;;;;
BA;NOVO HORIZONTE;CENTRO SUL BAIANO;BA 2923035;BELAVISTA DE GOIAS;GO;;;;
BA;OLIVEIRA DOS BREJINHOS;CENTRO SUL BAIANO;BA 2923209;BELAVISTA DE GOIAS;GO;;;;
BA;TANQUE NOVO;CENTRO SUL BAIANO;BA 2931053;BELAVISTA DE GOIAS;GO;;;;
BA;ABAÍRA;CENTRO SUL BAIANO;BA 2900108;BELAVISTA DE GOIAS;GO;;;;
BA;ANDARAÍ;CENTRO SUL BAIANO;BA 2901304;BELAVISTA DE GOIAS;GO;;;;
BA;BARRA DA ESTIVA;CENTRO SUL BAIANO;BA 2902807;BELAVISTA DE GOIAS;GO;;;;
BA;BONINAL;CENTRO SUL BAIANO;BA 2904001;BELAVISTA DE GOIAS;GO;;;;
BA;BONITO;CENTRO SUL BAIANO;BA 2904050;BELAVISTA DE GOIAS;GO;;;;
BA;CONTENDAS DO SINCORÁ;CENTRO SUL BAIANO;BA 2908804;BELAVISTA DE GOIAS;GO;;;;
BA;IBICOARA;CENTRO SUL BAIANO;BA 2912202;BELAVISTA DE GOIAS;GO;;;;
BA;ITAETÉ;CENTRO SUL BAIANO;BA 2915007;BELAVISTA DE GOIAS;GO;;;;
BA;JUSSIAPE;CENTRO SUL BAIANO;BA 2918605;BELAVISTA DE GOIAS;GO;;;;
BA;LENÇÓIS;CENTRO SUL BAIANO;BA 2919306;BELAVISTA DE GOIAS;GO;;;;
BA;MUCUGÊ;CENTRO SUL BAIANO;BA 2921906;BELAVISTA DE GOIAS;GO;;;;
BA;NOVA REDENÇÃO;CENTRO SUL BAIANO;BA 2922854;BELAVISTA DE GOIAS;GO;;;;
BA;PALMEIRAS;CENTRO SUL BAIANO;BA 2923506;BELAVISTA DE GOIAS;GO;;;;
BA;PIATÃ;CENTRO SUL BAIANO;BA 2924306;BELAVISTA DE GOIAS;GO;;;;
BA;RIO DE CONTAS;CENTRO SUL BAIANO;BA 2926707;BELAVISTA DE GOIAS;GO;;;;
BA;SEABRA;CENTRO SUL BAIANO;BA 2929909;BELAVISTA DE GOIAS;GO;;;;
BA;UTINGA;CENTRO SUL BAIANO;BA 2932804;BELAVISTA DE GOIAS;GO;;;;
BA;WAGNER;CENTRO SUL BAIANO;BA 2933406;BELAVISTA DE GOIAS;GO;;;;
BA;AIQUARA;CENTRO SUL BAIANO;BA 2900603;BELAVISTA DE GOIAS;GO;;;;
BA;AMARGOSA;CENTRO SUL BAIANO;BA 2901007;BELAVISTA DE GOIAS;GO;;;;
BA;APUAREMA;CENTRO SUL BAIANO;BA 2901957;BELAVISTA DE GOIAS;GO;;;;
BA;BREJÕES;CENTRO SUL BAIANO;BA 2904308;BELAVISTA DE GOIAS;GO;;;;
BA;CRAVOLÂNDIA;CENTRO SUL BAIANO;BA 2909505;BELAVISTA DE GOIAS;GO;;;;
BA;IRAJUBA;CENTRO SUL BAIANO;BA 2914208;BELAVISTA DE GOIAS;GO;;;;
BA;IRAMAIA;CENTRO SUL BAIANO;BA 2914307;BELAVISTA DE GOIAS;GO;;;;
BA;ITAGI;CENTRO SUL BAIANO;BA 2915106;BELAVISTA DE GOIAS;GO;;;;
BA;ITAQUARA;CENTRO SUL BAIANO;BA 2916708;BELAVISTA DE GOIAS;GO;;;;
BA;ITIRUÇU;CENTRO SUL BAIANO;BA 2916906;BELAVISTA DE GOIAS;GO;;;;
BA;JAGUAQUARA;CENTRO SUL BAIANO;BA 2917607;BELAVISTA DE GOIAS;GO;;;;
BA;JEQUIÉ;CENTRO SUL BAIANO;BA 2918001;BELAVISTA DE GOIAS;GO;;;;
BA;JIQUIRIÇÁ;CENTRO SUL BAIANO;BA 2918209;BELAVISTA DE GOIAS;GO;;;;
BA;JITAÚNA;CENTRO SUL BAIANO;BA 2918308;BELAVISTA DE GOIAS;GO;;;;
BA;LAFAIETE COUTINHO;CENTRO SUL BAIANO;BA 2918704;BELAVISTA DE GOIAS;GO;;;;
BA;LAJE;CENTRO SUL BAIANO;BA 2918803;BELAVISTA DE GOIAS;GO;;;;
BA;LAJEDO DO TABOCAL;CENTRO SUL BAIANO;BA 2919058;BELAVISTA DE GOIAS;GO;;;;
BA;MARACÁS;CENTRO SUL BAIANO;BA 2920502;BELAVISTA DE GOIAS;GO;;;;
BA;MARCIONÍLIO SOUZA;CENTRO SUL BAIANO;BA 2920809;BELAVISTA DE GOIAS;GO;;;;
BA;MILAGRES;CENTRO SUL BAIANO;BA 2921302;BELAVISTA DE GOIAS;GO;;;;
BA;MUTUÍPE;CENTRO SUL BAIANO;BA 2922409;BELAVISTA DE GOIAS;GO;;;;
BA;NOVA ITARANA;CENTRO SUL BAIANO;BA 2922805;BELAVISTA DE GOIAS;GO;;;;
BA;PLANALTINO;CENTRO SUL BAIANO;BA 2924900;BELAVISTA DE GOIAS;GO;;;;
BA;SANTA INÊS;CENTRO SUL BAIANO;BA 2927903;BELAVISTA DE GOIAS;GO;;;;
BA;SÃO MIGUEL DAS MATAS;CENTRO SUL BAIANO;BA 2929404;BELAVISTA DE GOIAS;GO;;;;
BA;UBAÍRA;CENTRO SUL BAIANO;BA 2932101;BELAVISTA DE GOIAS;GO;;;;
BA;ÉRICO CARDOSO;CENTRO SUL BAIANO;BA 2900504;BELAVISTA DE GOIAS;GO;;;;
BA;DOM BASÍLIO;CENTRO SUL BAIANO;BA 2910107;BELAVISTA DE GOIAS;GO;;;;
BA;LIVRAMENTO DE NOSSA SENHORA;CENTRO SUL BAIANO;BA 2919504;BELAVISTA DE GOIAS;GO;;;;
BA;PARAMIRIM;CENTRO SUL BAIANO;BA 2923605;BELAVISTA DE GOIAS;GO;;;;
BA;RIO DO PIRES;CENTRO SUL BAIANO;BA 2926905;BELAVISTA DE GOIAS;GO;;;;
BA;CACULÉ;CENTRO SUL BAIANO;BA 2905008;BELAVISTA DE GOIAS;GO;;;;
BA;CAETITÉ;CENTRO SUL BAIANO;BA 2905206;BELAVISTA DE GOIAS;GO;;;;
BA;CANDIBA;CENTRO SUL BAIANO;BA 2906600;BELAVISTA DE GOIAS;GO;;;;
BA;GUANAMBI;CENTRO SUL BAIANO;BA 2911709;BELAVISTA DE GOIAS;GO;;;;
BA;IBIASSUCÊ;CENTRO SUL BAIANO;BA 2912004;BELAVISTA DE GOIAS;GO;;;;
BA;IGAPORÃ;CENTRO SUL BAIANO;BA 2913408;BELAVISTA DE GOIAS;GO;;;;
BA;IUIÚ;CENTRO SUL BAIANO;BA 2917334;BELAVISTA DE GOIAS;GO;;;;
BA;JACARACI;CENTRO SUL BAIANO;BA 2917409;BELAVISTA DE GOIAS;GO;;;;
BA;LAGOA REAL;CENTRO SUL BAIANO;BA 2918753;BELAVISTA DE GOIAS;GO;;;;
BA;LICÍNIO DE ALMEIDA;CENTRO SUL BAIANO;BA 2919405;BELAVISTA DE GOIAS;GO;;;;
BA;MALHADA;CENTRO SUL BAIANO;BA 2920205;BELAVISTA DE GOIAS;GO;;;;
BA;MATINA;CENTRO SUL BAIANO;BA 2921054;BELAVISTA DE GOIAS;GO;;;;
BA;MORTUGABA;CENTRO SUL BAIANO;BA 2921807;BELAVISTA DE GOIAS;GO;;;;
BA;PALMAS DE MONTE ALTO;CENTRO SUL BAIANO;BA 2923407;BELAVISTA DE GOIAS;GO;;;;
BA;PINDAÍ;CENTRO SUL BAIANO;BA 2924504;BELAVISTA DE GOIAS;GO;;;;
BA;RIACHO DE SANTANA;CENTRO SUL BAIANO;BA 2926400;BELAVISTA DE GOIAS;GO;;;;
BA;SEBASTIÃO LARANJEIRAS;CENTRO SUL BAIANO;BA 2930006;BELAVISTA DE GOIAS;GO;;;;
BA;URANDI;CENTRO SUL BAIANO;BA 2932606;BELAVISTA DE GOIAS;GO;;;;
BA;ARACATU;CENTRO SUL BAIANO;BA 2902005;BELAVISTA DE GOIAS;GO;;;;
